"University of California Statewide Integrated Pest Management Program"
"How to Manage Pests: California Weather Data"
"Retrieve data in comma delimited data file format"
" "
"Weather database request:  "
" "
"Time Period: January 1, 1981 to December 31, 2021, retrieved on December 14, 2021"
" (14957 days actual, 18 days 'forecast')"
" "
"To save this text, you can:"
"Select SAVE AS and TEXT from the top menu of your browser, or"
"copy and paste the data to a new document in a word processor"
"and save it as text."
" "
"Note: Only 77% of requested data were available from station DAVIS.T.    See Retrieval Table."
" "
"                     Retrieval Table"
"                     Stations used to fill in missing data"
" "
"                     Data Values  Data Values  Data Values  Data Values  Data Values"
"                        from         from         from         from        Missing"
"Variable             Station      Backup 1     Backup 2     Averages"
"Precipitation        13802           42          943          188            0        "
"                     DAVIS.T      DAVIS.C      DAVIS.A      DAVIS.C      "
"Air Temps, max/min   13584          112         1096          183            0        "
"                     DAVIS.T      DAVIS.C      DAVIS.A      DAVIS.C      "
"Air Temps, observed  12631            0            0            0         2344        "
"                     DAVIS.T      none         none         none         "
"Soil Temps, max/min  13225           88            0         1662            0        "
"                     DAVIS.T      DAVIS.C      none         DAVIS.C      "
"Solar Radiation       1298        12789          148          740            0        "
"                     DAVIS.T      DAVIS.A      ZAMORA.A     DAVIS.A      "
"Wind Speed & Dir     13119            0            0            0         1856        "
"                     DAVIS.T      none         none         none         "
"Weather Condition    13428            0            0            0         1547        "
"                     DAVIS.T      none         none         none         "
"Pan Evaporation      13305            0            0         1670            0        "
"                     DAVIS.T      none         none         DAVIS.C      "
"Bulb Temps            9795            0            0            0         5180        "
"                     DAVIS.T      none         none         none         "
" "
"Variable   Description                   Units"
"   1       Database name                 "
"   2       Date: year,month,day          yyyymmdd"
"   3       Observation time              hhmm"
"   4       Precipitation, amount         Millimeters"
"   5       Precipitation, type           (coded)"
"   6       Air temperature, maximum      Celsius"
"   7       Air temperature, minimum      Celsius"
"   8       Air temperature, observed     Celsius"
"   9       Weather conditions            (coded)"
"  10       Wind, direction               N,NE,E,SE,S,SW,W,NW, 0=calm"
"  11       Wind, speed                   Meters per second"
"  12       Bulb temperature, wet         Celsius"
"  13       Bulb temperature, dry         Celsius"
"  14       Soil temperature, maximum     Celsius"
"  15       Soil temperature, minimum     Celsius"
"  16       Pan evaporation               Millimeters"
"  17       Solar radiation               Watts per sq. meters"
"  18       Reference evapotranspiration  Millimeters"
"  19       Relative humidity, minimum    Percent"
"  20       Relative humidity, maximum    Percent"
" "
"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min"
DAVIS.T,19810130,800,0.000,,12.2,3.3,,PC,,,210.0,215.6,13.3,7.8,1.269,95,,,
DAVIS.T,19810131,800,0.000,,13.3,0.6,,CY,,,182.2,187.8,12.8,6.1,1.015,96,,,
DAVIS.T,19810201,800,0.000,,13.3,0.0,,PC,,,176.7,182.2,13.3,6.1,2.031,103,,,
DAVIS.T,19810202,800,0.000,,15.6,2.2,,PC,,,198.9,204.4,14.4,5.6,1.523,101,,,
DAVIS.T,19810203,800,0.000,,16.1,0.0,,C,,,171.1,176.7,14.4,6.7,1.777,106,,,
DAVIS.T,19810204,800,0.000,,16.1,1.1,,C,,,182.2,187.8,14.4,6.1,2.031,117,,,
DAVIS.T,19810205,800,0.000,,13.3,2.2,,PC,,,215.6,215.6,12.8,6.7,1.777,116,,,
DAVIS.T,19810206,800,0.000,,12.8,5.0,,PC,,,221.1,226.7,13.3,8.3,0.508,102,,,
DAVIS.T,19810207,800,0.000,,12.8,3.9,,PC,,,210.0,215.6,12.8,8.9,1.777,101,,,
DAVIS.T,19810208,800,0.000,,11.1,5.6,,PC,,,221.1,226.7,11.1,8.9,0.761,105,,,
DAVIS.T,19810209,800,1.523,R,16.1,5.6,,CY,,,226.7,232.2,15.6,8.9,0.508,120,,,
DAVIS.T,19810210,800,0.000,,14.4,4.4,,PC,,,237.8,237.8,13.9,8.9,2.284,120,,,
DAVIS.T,19810211,800,3.300,R,18.3,7.2,,C,,,271.1,276.7,16.7,8.9,0.508,116,,,
DAVIS.T,19810212,800,0.000,,17.8,7.2,,CY,,,254.4,260.0,17.8,11.1,1.269,108,,,
DAVIS.T,19810213,800,2.792,R,16.1,8.9,,R,,,271.1,271.1,14.4,10.6,1.777,121,,,
DAVIS.T,19810214,800,5.584,R,18.3,11.1,,PC,,,287.8,298.9,18.9,13.3,6.091,130,,,
DAVIS.T,19810215,800,0.000,,18.9,7.8,,PC,,,248.9,254.4,19.4,12.2,2.792,115,,,
DAVIS.T,19810216,800,0.000,,20.0,6.1,,PC,,,243.3,248.9,17.8,11.1,2.284,109,,,
DAVIS.T,19810217,800,0.254,R,18.9,8.9,,PC,,,282.2,293.3,18.9,11.7,1.523,117,,,
DAVIS.T,19810218,800,0.000,,22.8,5.6,,C,,,243.3,260.0,21.1,12.2,3.046,127,,,
DAVIS.T,19810219,800,0.000,,20.0,10.0,,C,,,276.7,282.2,19.4,11.7,3.046,116,,,
DAVIS.T,19810220,800,0.000,,15.6,5.6,,C,,,204.4,243.3,16.7,11.7,4.569,127,,,
DAVIS.T,19810221,800,0.000,,20.6,6.7,,PC,,,215.6,260.0,20.0,12.2,13.70,121,,,
DAVIS.T,19810222,800,0.000,,20.6,3.3,,PC,,,215.6,226.7,19.4,11.1,4.569,139,,,
DAVIS.T,19810223,800,0.000,,18.3,3.3,,PC,,,248.9,260.0,18.3,11.1,3.300,139,,,
DAVIS.T,19810224,800,1.015,R,13.9,6.1,,PC,,,232.2,248.9,15.6,11.1,4.315,134,,,
DAVIS.T,19810225,800,0.254,R,12.8,4.4,,PC,,,221.1,226.7,15.6,10.0,2.792,144,,,
DAVIS.T,19810226,800,0.508,R,12.8,2.2,,PC,,,226.7,232.2,13.3,8.9,2.031,134,,,
DAVIS.T,19810227,800,1.523,R,15.6,2.8,,PC,,,210.0,215.6,16.7,8.9,1.015,137,,,
DAVIS.T,19810228,800,0.000,,12.8,3.9,,PC,,,221.1,232.2,12.8,10.0,1.777,147,,,
DAVIS.T,19810301,800,3.046,R,14.4,6.7,,R,,,232.2,243.3,13.9,10.0,0.508,139,,,
DAVIS.T,19810302,800,0.254,R,15.0,7.2,,C,,,248.9,254.4,16.1,10.0,1.269,149,,,
DAVIS.T,19810303,800,0.000,,15.6,2.2,,F+,,,198.9,215.6,15.6,8.9,1.523,150,,,
DAVIS.T,19810304,800,4.822,R,11.1,5.6,,R,,,243.3,248.9,12.2,8.9,2.031,150,,,
DAVIS.T,19810305,800,4.061,R,16.7,2.8,,C,,,210.0,232.2,15.6,7.8,0.761,137,,,
DAVIS.T,19810306,800,0.000,,17.2,2.8,,F+,,,210.0,210.0,18.9,7.8,7.360,166,,,
DAVIS.T,19810307,800,0.000,,18.3,4.4,,PC,,,243.3,248.9,18.3,9.4,3.046,165,,,
DAVIS.T,19810308,800,0.000,,20.0,5.0,,C,,,243.3,248.9,20.0,11.1,2.538,168,,,
DAVIS.T,19810309,800,0.000,,22.2,4.4,,C,,,248.9,260.0,21.7,11.1,2.538,170,,,
DAVIS.T,19810310,800,0.000,,22.2,6.1,,HZ,,,254.4,271.1,21.7,11.7,3.046,158,,,
DAVIS.T,19810311,800,0.000,,21.7,5.0,,PC,,,260.0,271.1,22.2,12.2,4.315,189,,,
DAVIS.T,19810312,800,0.000,,17.2,4.4,,HZ,,,248.9,260.0,20.0,12.8,3.807,159,,,
DAVIS.T,19810313,800,0.000,,15.0,6.7,,C,,,232.2,243.3,19.4,13.3,3.553,178,,,
DAVIS.T,19810314,800,0.000,,15.6,5.6,,PC,,,243.3,254.4,18.9,13.3,4.061,174,,,
DAVIS.T,19810315,800,0.761,R,10.6,6.7,,R,,,237.8,243.3,13.3,13.3,2.031,187,,,
DAVIS.T,19810316,800,27.41,R,16.1,2.8,,PC,,,237.8,243.3,17.2,10.0,0.000,162,,,
DAVIS.T,19810317,800,0.000,,17.2,4.4,,PC,,,210.0,243.3,17.8,10.0,4.315,185,,,
DAVIS.T,19810318,800,0.000,,11.7,6.1,,C,,,248.9,248.9,13.9,10.0,5.076,190,,,
DAVIS.T,19810319,800,12.69,R,13.9,8.9,,R,,,254.4,260.0,15.6,11.7,0.254,195,,,
DAVIS.T,19810320,800,3.300,R,12.8,3.3,,PC,,,237.8,243.3,13.3,8.9,1.015,185,,,
DAVIS.T,19810321,800,8.122,R,16.7,3.9,,PC,,,248.9,260.0,15.6,9.4,2.031,194,,,
DAVIS.T,19810322,800,0.000,,18.3,7.2,,C,,,271.1,282.2,19.4,11.1,1.777,185,,,
DAVIS.T,19810323,800,0.000,,19.4,4.4,,PC,,,243.3,254.4,21.7,11.1,1.777,167,,,
DAVIS.T,19810324,800,0.000,,18.9,4.4,,PC,,,248.9,260.0,20.6,11.1,3.300,193,,,
DAVIS.T,19810325,800,13.19,R,17.8,9.4,,R,,,287.8,287.8,17.8,12.2,3.300,198,,,
DAVIS.T,19810326,800,1.269,R,16.7,6.7,,PC,,,237.8,265.6,20.6,11.7,2.792,198,,,
DAVIS.T,19810327,800,0.000,,20.6,4.4,,C,,,243.3,287.8,21.1,11.1,4.061,212,,,
DAVIS.T,19810328,800,0.000,,22.8,6.1,,C,,,254.4,271.1,23.9,11.7,8.629,228,,,
DAVIS.T,19810329,800,0.000,,18.3,9.4,,C,,,271.1,304.4,22.8,12.2,5.584,213,,,
DAVIS.T,19810330,800,0.000,,17.8,1.1,,C,,,215.6,248.9,21.1,11.1,5.330,225,,,
DAVIS.T,19810331,800,0.000,,17.2,2.8,,PC,,,248.9,265.6,20.0,12.2,5.584,222,,,
DAVIS.T,19810401,800,0.000,,17.8,6.1,,PC,,,243.3,271.1,22.2,12.2,4.315,229,,,
DAVIS.T,19810402,800,0.000,,20.0,5.6,,C,,,226.7,271.1,21.7,12.8,6.345,223,,,
DAVIS.T,19810403,800,0.000,,19.4,1.7,,C,,,232.2,271.1,22.8,12.2,7.360,230,,,
DAVIS.T,19810404,800,0.000,,23.9,4.4,,C,,,243.3,298.9,23.9,12.2,5.584,231,,,
DAVIS.T,19810405,800,0.000,,24.4,5.0,,C,,,265.6,293.3,25.6,13.3,7.614,235,,,
DAVIS.T,19810406,800,0.000,,21.7,6.1,,C,,,243.3,293.3,24.4,14.4,5.330,235,,,
DAVIS.T,19810407,800,0.000,,22.2,6.1,,C,,,237.8,298.9,25.0,15.6,8.376,226,,,
DAVIS.T,19810408,800,0.000,,20.6,2.8,,C,,,243.3,271.1,25.0,14.4,7.614,236,,,
DAVIS.T,19810409,800,0.000,,22.2,4.4,,C,,,254.4,271.1,25.6,14.4,4.822,243,,,
DAVIS.T,19810410,800,0.000,,19.4,5.0,,PC,,,243.3,271.1,24.4,15.0,6.345,242,,,
DAVIS.T,19810411,800,0.000,,20.0,2.2,,,,,232.2,260.0,25.0,13.3,6.345,231,,,
DAVIS.T,19810412,800,0.000,,22.2,2.2,,,,,232.2,265.6,23.9,13.9,5.076,227,,,
DAVIS.T,19810413,800,0.000,,25.6,2.8,,,,,254.4,298.9,26.1,14.4,5.838,257,,,
DAVIS.T,19810414,800,0.000,,26.7,3.9,,,,,260.0,287.8,27.8,14.4,7.360,250,,,
DAVIS.T,19810415,800,0.000,,24.4,4.4,,,,,260.0,287.8,25.6,16.1,7.107,241,,,
DAVIS.T,19810416,800,0.000,,25.6,5.6,,,,,260.0,282.2,27.2,16.1,6.599,221,,,
DAVIS.T,19810417,800,0.000,,25.6,10.0,,PC,,,298.9,332.2,27.8,16.7,5.584,238,,,
DAVIS.T,19810418,800,0.000,,17.2,8.9,,PC,,,276.7,293.3,21.7,17.8,8.376,247,,,
DAVIS.T,19810419,800,5.584,R,12.2,9.4,,R,,,260.0,265.6,16.7,16.1,3.046,240,,,
DAVIS.T,19810420,800,3.553,R,19.4,3.9,,F,,,254.4,260.0,22.8,12.8,0.000,243,,,
DAVIS.T,19810421,800,0.000,,25.6,7.2,,PC,,,282.2,298.9,26.7,13.3,3.046,249,,,
DAVIS.T,19810422,800,0.000,,29.4,13.3,,C,,,304.4,360.0,30.0,15.6,7.614,248,,,
DAVIS.T,19810423,800,0.000,,30.0,12.2,,C,,,315.6,354.4,30.6,19.4,7.614,238,,,
DAVIS.T,19810424,800,0.000,,27.2,10.6,,PC,,,298.9,337.8,29.4,19.4,9.645,253,,,
DAVIS.T,19810425,800,0.000,,18.9,8.9,,PC,,,271.1,298.9,22.2,18.9,9.137,261,,,
DAVIS.T,19810426,800,1.015,R,19.4,5.0,,C,,,248.9,282.2,23.3,15.0,1.523,275,,,
DAVIS.T,19810427,800,0.000,,27.8,7.8,,C,,,265.6,326.7,26.1,15.6,6.599,283,,,
DAVIS.T,19810428,800,0.000,,33.3,16.7,,C,,,315.6,393.3,30.0,16.7,16.75,262,,,
DAVIS.T,19810429,800,0.000,,34.4,12.8,,PC,,,332.2,387.8,32.2,20.0,14.46,264,,,
DAVIS.T,19810430,800,0.000,,35.0,14.4,,HZ,,,348.9,393.3,33.3,21.1,7.868,272,,,
DAVIS.T,19810501,800,0.000,,32.8,10.6,,C,,,310.0,343.3,32.8,22.2,10.66,270,,,
DAVIS.T,19810502,800,0.000,,24.4,7.2,,C,,,271.1,326.7,30.6,21.1,11.92,258,,,
DAVIS.T,19810503,800,0.000,,26.1,7.2,,C,,,265.6,315.6,30.0,20.0,8.122,272,,,
DAVIS.T,19810504,800,0.000,,23.9,5.6,,C,,,248.9,315.6,28.9,20.0,9.391,273,,,
DAVIS.T,19810505,800,0.000,,25.0,7.2,,PC,,,243.3,310.0,27.8,18.9,9.899,271,,,
DAVIS.T,19810506,800,0.000,,25.0,7.2,,C,,,243.3,321.1,27.2,18.9,10.91,261,,,
DAVIS.T,19810507,800,0.000,,27.2,6.7,,C,,,265.6,343.3,29.4,17.8,13.19,277,,,
DAVIS.T,19810508,800,0.000,,30.0,8.3,,C,,,276.7,365.6,30.0,18.9,10.40,292,,,
DAVIS.T,19810509,800,0.000,,30.6,11.7,,PC,,,310.0,382.2,32.2,21.7,12.69,289,,,
DAVIS.T,19810510,800,0.000,,30.6,7.8,,C,,,287.8,337.8,32.8,21.7,9.391,293,,,
DAVIS.T,19810511,800,0.000,,30.0,17.8,,C,,,276.7,371.1,32.2,22.2,12.43,302,,,
DAVIS.T,19810512,800,0.000,,30.6,13.9,,C,,,282.2,371.1,32.2,22.8,13.70,293,,,
DAVIS.T,19810513,800,0.000,,28.9,10.0,,C,,,304.4,360.0,31.1,22.2,13.19,293,,,
DAVIS.T,19810514,800,0.000,,25.0,11.1,,C,,,282.2,326.7,30.0,22.2,12.94,288,,,
DAVIS.T,19810515,800,0.000,,25.0,12.2,,PC,,,276.7,326.7,30.6,22.2,8.883,284,,,
DAVIS.T,19810516,800,0.000,,25.0,7.8,,C,,,237.8,310.0,28.9,20.0,9.645,293,,,
DAVIS.T,19810517,800,0.000,,26.1,7.8,,PC,,,282.2,343.3,28.9,20.6,12.94,288,,,
DAVIS.T,19810518,800,1.269,R,21.1,13.3,,PC,,,304.4,315.6,25.0,21.1,6.345,294,,,
DAVIS.T,19810519,800,1.015,R,20.6,10.0,,PC,,,271.1,310.0,25.6,18.3,6.091,288,,,
DAVIS.T,19810520,800,0.254,R,23.9,5.6,,C,,,276.7,310.0,28.9,17.2,4.315,302,,,
DAVIS.T,19810521,800,0.000,,25.6,8.9,,C,,,298.9,332.2,30.6,17.8,8.629,301,,,
DAVIS.T,19810522,800,0.000,,29.4,11.1,,PC,,,304.4,337.8,32.2,20.6,8.122,316,,,
DAVIS.T,19810523,800,0.000,,31.1,13.9,,PC,,,321.1,382.2,34.4,23.3,9.391,303,,,
DAVIS.T,19810524,800,0.000,,31.1,15.0,,PC,,,326.7,371.1,34.4,25.0,10.15,304,,,
DAVIS.T,19810525,800,0.761,R,28.3,16.7,,PC,,,337.8,365.6,30.6,25.0,8.376,308,,,
DAVIS.T,19810526,800,0.000,,28.3,12.8,,PC,,,315.6,348.9,32.2,22.8,8.376,305,,,
DAVIS.T,19810527,800,0.000,,35.0,12.8,,C,,,343.3,387.8,34.4,23.3,7.107,300,,,
DAVIS.T,19810528,800,0.000,,36.1,11.7,,HZ,,,315.6,371.1,36.1,24.4,13.70,289,,,
DAVIS.T,19810529,800,0.000,,31.1,11.7,,C,,,310.0,360.0,34.4,25.0,11.67,311,,,
DAVIS.T,19810530,800,0.000,,31.1,12.8,,C,,,304.4,376.7,35.6,24.4,11.67,306,,,
DAVIS.T,19810531,800,0.000,,34.4,12.8,,C,,,315.6,387.8,36.1,25.0,9.899,307,,,
DAVIS.T,19810601,800,0.000,,28.9,11.7,,C,,,304.4,354.4,32.2,25.0,13.45,310,,,
DAVIS.T,19810602,800,0.000,,31.1,15.0,,HZ,,,304.4,348.9,35.0,24.4,11.16,317,,,
DAVIS.T,19810603,800,0.000,,33.9,12.8,,C,,,321.1,398.9,35.6,24.4,10.66,300,,,
DAVIS.T,19810604,800,0.000,,39.4,17.2,,C,,,332.2,454.4,36.7,25.6,14.72,295,,,
DAVIS.T,19810605,800,0.000,,39.4,18.3,,PC,,,343.3,454.4,38.9,27.8,18.27,316,,,
DAVIS.T,19810606,800,0.000,,35.0,17.2,,C,,,332.2,421.1,38.9,28.9,16.49,308,,,
DAVIS.T,19810607,800,0.000,,32.2,14.4,,PC,,,293.3,404.4,37.8,27.8,13.70,324,,,
DAVIS.T,19810608,800,0.000,,30.0,15.6,,PC,,,337.8,398.9,36.7,27.8,10.91,325,,,
DAVIS.T,19810609,800,0.000,,31.1,12.8,,PC,,,304.4,371.1,36.7,26.1,12.18,330,,,
DAVIS.T,19810610,800,0.000,,32.2,12.8,,PC,,,298.9,348.9,35.6,25.6,13.70,331,,,
DAVIS.T,19810611,800,0.000,,31.7,12.8,,PC,,,293.3,398.9,35.6,26.1,10.40,324,,,
DAVIS.T,19810612,800,0.000,,26.7,12.8,,C,,,298.9,360.0,34.4,25.0,12.94,335,,,
DAVIS.T,19810613,800,0.000,,26.7,8.3,,C,,,254.4,343.3,32.8,24.4,12.18,336,,,
DAVIS.T,19810614,800,0.000,,29.4,15.6,,C,,,271.1,360.0,32.2,24.4,14.97,330,,,
DAVIS.T,19810615,800,0.000,,35.6,18.9,,C,,,304.4,410.0,35.6,25.0,21.57,325,,,
DAVIS.T,19810616,800,0.000,,38.3,15.0,,C,,,315.6,421.1,37.8,26.1,15.99,333,,,
DAVIS.T,19810617,800,0.000,,35.6,17.2,,C,,,298.9,404.4,36.1,27.8,17.25,340,,,
DAVIS.T,19810618,800,0.000,,37.8,11.7,,C,,,326.7,448.9,36.7,27.8,19.28,342,,,
DAVIS.T,19810619,800,0.000,,40.0,26.7,,C,,,360.0,465.6,38.9,30.0,23.09,342,,,
DAVIS.T,19810620,800,0.000,,38.9,19.4,,C,,,343.3,460.0,40.0,30.0,21.06,339,,,
DAVIS.T,19810621,800,0.000,,40.0,20.6,,C,,,332.2,465.6,40.0,30.6,14.46,341,,,
DAVIS.T,19810622,800,0.000,,41.1,20.0,,C,,,326.7,476.7,41.1,30.6,16.49,342,,,
DAVIS.T,19810623,800,0.000,,36.7,17.8,,C,,,337.8,426.7,40.0,30.0,14.97,333,,,
DAVIS.T,19810624,800,0.000,,37.2,12.8,,C,,,,,40.0,28.3,14.21,335,,,
DAVIS.T,19810625,800,0.000,,37.2,13.3,,C,,,326.7,382.2,39.4,28.3,13.19,335,,,
DAVIS.T,19810626,800,0.000,,38.9,14.4,,HZ,,,337.8,393.3,40.6,28.9,11.67,328,,,
DAVIS.T,19810627,800,0.000,,39.4,14.4,,C,,,332.2,437.8,40.0,29.4,13.19,318,,,
DAVIS.T,19810628,800,0.000,,38.3,16.1,,C,,,332.2,426.7,40.0,29.4,14.21,317,,,
DAVIS.T,19810629,800,0.000,,33.9,14.4,,C,,,310.0,360.0,38.9,28.9,13.19,332,,,
DAVIS.T,19810630,800,0.000,,32.8,11.7,,PC,,,321.1,371.1,37.8,27.8,12.94,342,,,
DAVIS.T,19810701,800,0.000,,33.9,12.8,,,,,315.6,354.4,37.8,26.7,12.94,333,,,
DAVIS.T,19810702,800,0.000,,36.1,12.8,,,,,315.6,371.1,38.3,26.7,11.92,341,,,
DAVIS.T,19810703,800,0.000,,38.3,13.3,,C,,,315.6,376.7,40.0,27.8,12.69,340,,,
DAVIS.T,19810704,800,0.000,,38.9,15.0,,PC,,,326.7,393.3,38.9,28.9,11.92,339,,,
DAVIS.T,19810705,800,0.000,,33.9,20.0,,PC,,,343.3,421.1,37.8,30.6,12.18,342,,,
DAVIS.T,19810706,800,0.000,,35.6,13.9,,C,,,332.2,387.8,38.9,28.3,13.45,340,,,
DAVIS.T,19810707,800,0.000,,31.7,16.7,,C,,,282.2,365.6,35.6,27.8,16.49,339,,,
DAVIS.T,19810708,800,0.000,,36.1,12.8,,,,,298.9,382.2,38.3,26.7,15.73,341,,,
DAVIS.T,19810709,800,0.000,,35.0,12.8,,C,,,310.0,398.9,37.8,26.7,15.99,342,,,
DAVIS.T,19810710,800,0.000,,32.8,10.6,,C,,,310.0,365.6,37.8,26.7,7.868,327,,,
DAVIS.T,19810711,800,0.000,,31.1,10.6,,C,,,304.4,348.9,36.7,26.7,11.42,324,,,
DAVIS.T,19810712,800,0.000,,32.8,10.6,,C,,,293.3,348.9,36.7,25.6,12.69,333,,,
DAVIS.T,19810713,800,0.000,,35.6,10.6,,C,,,310.0,404.4,37.8,25.6,10.40,338,,,
DAVIS.T,19810714,800,0.000,,38.3,15.0,,C,,,343.3,437.8,39.4,26.7,13.95,339,,,
DAVIS.T,19810715,800,0.000,,38.3,13.3,,C,,,326.7,393.3,39.4,27.8,13.19,327,,,
DAVIS.T,19810716,800,0.000,,32.2,9.4,,C,,,293.3,326.7,37.2,26.7,14.46,329,,,
DAVIS.T,19810717,800,0.000,,29.4,9.4,,F,,,260.0,315.6,35.6,25.6,10.91,326,,,
